,id,href,name_rus,name_eng,rating,rating_count,critics_rating,imdb_rating,imdb_rating_count,year,duration,genres,countries
4991,81665,/film/81665/,Чамскраббер,The Chumscrubber,6.9879999999999995,8559.0,36,7.0,16793,2005,108,"драма,комедия","Германия,США"
4995,789350,/film/istselenie-2014-789350/,Исцеление,De behandeling,6.724,570.0,93,7.2,6248,2014,131,"детектив,триллер",Бельгия
5000,926483,/film/926483/,Божественные,Divines,6.941,382.0,82,7.4,6066,2016,105,"драма,криминал","Катар,Франция"
5002,833477,/film/833477/,Сестры,Sisters,5.642,7446.0,61,6.0,55156,2015,118,комедия,США
5003,561529,/film/561529/,Крошка Молли,Lovely Molly,4.004,2031.0,43,5.3,8357,2011,99,"драма,триллер,ужасы",США
5010,1774,/film/nepravyy-prav-1982-1774/,Неправый прав,Wrong Is Right,6.23,158.0,38,5.8,1433,1982,113,"драма,триллер,комедия",США
5011,1002570,/film/konets-puti-2017-1002570/,Конец пути,Journey's End,6.443,397.0,93,6.6,3561,2017,107,"драма,военный",Великобритания
5013,4324,/film/nedoumki-1992-4324/,Недоумки,Brain Donors,7.274,629.0,45,7.1,3575,1992,80,комедия,США
5016,7719,/film/7719/,Леопард,Il gattopardo,7.765,2970.0,100,8.1,18886,1963,185,"драма,история","Франция,Италия"
5023,9462,/film/dolgaya-pomolvka-2004-9462/,Долгая помолвка,Un long dimanche de fiançailles,7.675,14389.0,78,7.7,66331,2004,128,"драма,детектив,мелодрама,военный","Франция,США"
5025,719864,/film/bog-ne-umer-2014-719864/,Бог не умер,God's Not Dead,6.457000000000001,1630.0,14,4.8,37118,2014,95,драма,США
5026,414985,/film/414985/,Брайтонский леденец,Brighton Rock,6.409,573.0,50,5.8,5554,2010,111,"драма,криминал,триллер",Великобритания
5027,197761,/film/197761/,Змий,Le serpent,6.803999999999999,867.0,85,6.5,2284,2006,119,триллер,Франция
5029,520648,/film/pipets-2-2013-520648/,Пипец 2,Kick-Ass 2,6.202000000000001,60929.0,33,6.6,227320,2013,103,"боевик,криминал,комедия","Япония,Канада,Великобритания,США"
5035,16117,/film/16117/,Лис и пёс,The Fox and the Hound,8.181000000000001,43297.0,73,7.3,71561,1981,83,"драма,приключения,мультфильм,семейный",США
5037,24152,/film/otvazhnyy-malenkiy-toster-1987-24152/,Отважный маленький тостер,The Brave Little Toaster,7.667000000000001,2662.0,75,7.3,21353,1987,90,"семейный,мюзикл,фэнтези,приключения,мультфильм,комедия","Япония,Тайвань,США"
5039,104942,/film/skandalnyy-dnevnik-2006-104942/,Скандальный дневник,Notes on a Scandal,7.194,13236.0,87,7.4,68190,2006,92,"драма,криминал,мелодрама,триллер",Великобритания
5045,281241,/film/281241/,Папина дочка,College Road Trip,5.662000000000001,2591.0,12,4.3,13909,2008,83,"драма,приключения,семейный,комедия",США
5046,4599,/film/4599/,Запретная миссия,Catch That Kid,6.359,1733.0,12,5.2,8544,2004,91,"семейный,приключения,детектив,криминал,комедия","Германия,США"
5049,1074222,/film/krasotka-na-vsyu-golovu-2018-1074222/,Красотка на всю голову,I Feel Pretty,6.377999999999999,18166.0,34,5.3,28482,2018,110,комедия,"США,Китай"
5050,632,/film/v-chuzhom-ryadu-2002-632/,В чужом ряду,Changing Lanes,7.028,7006.0,77,6.5,61706,2002,98,"драма,триллер",США
5052,258779,/film/258779/,WAZ: Камера пыток,w Delta z,5.567,3003.0,71,5.7,7434,2007,104,"драма,триллер,криминал,ужасы",Великобритания
5054,4906,/film/glaza-angela-2001-4906/,Глаза ангела,Angel Eyes,6.854,4472.0,33,5.6,20333,2001,102,"драма,мелодрама",США
5055,4504,/film/8-millionov-sposobov-umeret-1986-4504/,8 миллионов способов умереть,8 Million Ways to Die,5.824,430.0,0,5.7,3755,1986,115,"боевик,драма,криминал,триллер",США
5060,600950,/film/pearl-jam-nam-dvadtsat-2011-600950/,Pearl Jam: Нам двадцать,Pearl Jam Twenty,7.611000000000001,258.0,67,8.3,6994,2011,109,"музыка,история,документальный",США
5062,61397,/film/61397/,Американская пастораль,American Pastoral,6.109,4203.0,21,6.1,11307,2016,108,"драма,криминал","Гонконг,США"
5071,346,/film/12-razgnevannykh-muzhchin-1956-346/,12 разгневанных мужчин,12 Angry Men,8.511000000000001,77018.0,100,8.9,557429,1956,96,"драма,криминал",США
5072,5485,/film/5485/,Турбулентность 2: Страх полетов,Turbulence 2: Fear of Flying,4.993,573.0,14,4.3,1887,1999,101,"боевик,триллер",США
5073,50600,/film/institut-benzhamenta-ili-etu-mechtu-lyudi-zovut-chelovecheskoy-zhiznyu-1995-50600/,Институт Бенжамента или Эту мечту люди зовут человеческой жизнью,"Institute Benjamenta, or This Dream People Call Human Life",7.359,292.0,100,7.3,1526,1995,105,"драма,мультфильм","Япония,Германия,Великобритания"
5076,26829,/film/26829/,Чочара,La ciociara,7.952000000000001,2010.0,100,7.9,7570,1960,100,"драма,военный","Франция,Италия"
5079,5196,/film/vse-mery-predostorozhnosti-1987-5196/,Все меры предосторожности,Extreme Prejudice,6.375,351.0,75,6.6,5130,1987,100,"триллер,боевик,драма,вестерн,криминал",США
5083,12862,/film/veter-i-lev-1975-12862/,Ветер и лев,The Wind and the Lion,6.537999999999999,200.0,75,7.0,7117,1975,119,"боевик,драма,приключения",США
5087,16363,/film/16363/,Поезд страха,Terror Train,5.853,424.0,33,5.9,7682,1979,97,"триллер,ужасы","Канада,США"
5090,1007058,/film/zalozhniki-2017-1007058/,Заложники,,5.865,5686.0,100,6.3,1476,2017,103,"драма,биография,история,триллер","Россия,Грузия"
5092,102199,/film/102199/,Лондон,London,6.962999999999999,11853.0,14,6.6,20529,2005,92,"драма,мелодрама","Великобритания,США"
5093,21275,/film/21275/,Без вины виноватый,Wrongfully Accused,7.307,12115.0,22,6.1,20183,1998,87,"боевик,триллер,комедия","Германия,США"
5099,462495,/film/462495/,Сколько у тебя?,What's Your Number?,6.662999999999999,42400.0,24,6.1,64835,2011,106,"мелодрама,комедия",США
5100,17239,/film/17239/,Рука,The Hand,5.903,790.0,14,5.4,4793,1981,104,"драма,триллер,ужасы",США
5105,820599,/film/820599/,Гадкий я 3,Despicable Me 3,6.225,32743.0,59,6.3,81771,2017,89,"семейный,боевик,фантастика,фэнтези,приключения,мультфильм,комедия",США
5107,463867,/film/463867/,Дневники мотылька,The Moth Diaries,5.34,1969.0,14,4.9,5683,2011,82,"драма,ужасы","Ирландия,Канада"
5113,281192,/film/dushka-2007-281192/,Душка,,6.642,1421.0,20,6.7,577,2007,110,"драма,комедия","Россия,Украина,Нидерланды,Бельгия"
5120,7685,/film/7685/,Рожденный четвертого июля,Born on the Fourth of July,7.5729999999999995,10930.0,88,7.2,85586,1989,145,"драма,биография,военный",США
5126,8277,/film/8277/,Король и я,The King and I,6.961,681.0,96,7.5,21025,1956,133,"драма,биография,мелодрама,мюзикл",США
5127,49283,/film/49283/,Бог и дьявол на земле солнца,Deus e o Diabo na Terra do Sol,6.64,293.0,100,7.4,3255,1964,120,"драма,приключения,вестерн,криминал",Бразилия
5129,5033,/film/5033/,Бумажная луна,Paper Moon,8.067,7005.0,92,8.1,32511,1973,102,"драма,криминал,комедия",США
5130,850,/film/pesni-so-vtorogo-etazha-2000-850/,Песни со второго этажа,Sånger från andra våningen,7.07,3141.0,89,7.7,14519,2000,98,"драма,комедия","Швеция,Норвегия,Дания"
5131,276419,/film/276419/,Давай поцелуемся,Un baiser s'il vous plaît,6.7139999999999995,838.0,78,6.8,2173,2007,96,"мелодрама,комедия",Франция
5133,6905,/film/6905/,Безумие,Wild Side,6.044,253.0,60,5.6,1922,1995,96,"боевик,триллер","Великобритания,США"
5139,7410,/film/robokop-1987-7410/,Робокоп,RoboCop,7.624,65516.0,89,7.5,200972,1987,102,"боевик,криминал,фантастика,триллер",США
5140,5925,/film/5925/,Взрыватель,Knock Off,6.1979999999999995,7153.0,8,4.8,12397,1998,87,"боевик,триллер,комедия","Аруба,Гонконг,США"
5149,3795,/film/3795/,Сладкий ноябрь,Sweet November,7.7410000000000005,82409.0,15,6.7,76813,2001,119,"драма,мелодрама",США
5150,740391,/film/740391/,Ида,Ida,6.837000000000001,7197.0,96,7.4,40640,2013,82,драма,"Польша,Дания"
5151,4960,/film/veshchestvennoe-dokazatelstvo-1988-4960/,Вещественное доказательство,Physical Evidence,5.933,156.0,18,5.1,1322,1988,99,"криминал,детектив,мелодрама,триллер",США
5153,103380,/film/voyna-tanuki-v-periody-kheysey-i-pompoko-1994-103380/,Война тануки в периоды Хэйсэй и Помпоко,Heisei tanuki gassen pompoko,7.54,3268.0,82,7.4,17177,1994,119,"драма,фэнтези,аниме,мультфильм,комедия",Япония
5155,268709,/film/268709/,Водяные лилии,Naissance des pieuvres,5.6979999999999995,2843.0,78,6.7,7477,2007,85,"драма,мелодрама",Франция
5157,760326,/film/lyusi-2014-760326/,Люси,Lucy,6.723,143076.0,66,6.4,378644,2014,89,"боевик,фантастика","Германия,Франция,Тайвань"
5158,19134,/film/maska-krasnoy-smerti-1964-19134/,Маска красной смерти,The Masque of the Red Death,7.0120000000000005,1072.0,67,7.1,9985,1964,89,"триллер,ужасы","Великобритания,США"
5160,7267,/film/7267/,Рокки 5,Rocky V,6.858,20318.0,27,5.2,105319,1990,104,"драма,спорт",США
5161,6646,/film/billi-lzhets-1963-6646/,Билли-лжец,Billy Liar,7.391,531.0,100,7.4,4790,1963,98,"драма,мелодрама,комедия",Великобритания
5165,409426,/film/frenki-i-elis-2009-409426/,Фрэнки и Элис,Frankie & Alice,6.6,671.0,21,6.5,4422,2009,101,"драма,биография",Канада
5167,63870,/film/vakantnoe-mesto-1961-63870/,Вакантное место,Il posto,7.895,499.0,100,8.1,3517,1961,93,драма,Италия
5168,817888,/film/advokat-2013-817888/,Адвокат,Byeonhoin,7.313,304.0,73,7.8,3191,2013,127,драма,Корея Южная
5172,24198,/film/modilyani-2004-24198/,Модильяни,Modigliani,7.8660000000000005,8700.0,4,7.4,9490,2004,128,"драма,биография","Германия,Франция,Великобритания,Румыния,Италия"
5175,103572,/film/grayndkhaus-2007-103572/,Грайндхаус,Grindhouse,7.087000000000001,41666.0,83,7.6,166497,2007,191,"боевик,фантастика,криминал,ужасы,приключения,триллер,комедия",США
5176,15922,/film/malyshi-iz-musornogo-bachka-1987-15922/,Малыши из мусорного бачка,The Garbage Pail Kids Movie,2.4819999999999998,453.0,0,2.7,6582,1987,90,"приключения,фантастика,семейный,комедия",США
5177,842380,/film/rozhdestvo-opyat-2014-842380/,"Рождество, опять","Christmas, Again",6.821000000000001,1208.0,100,6.6,774,2014,80,"драма,мелодрама",США
5182,566138,/film/moy-samyy-strashnyy-koshmar-2011-566138/,Мой самый страшный кошмар,Mon pire cauchemar,6.426,2311.0,64,6.0,2306,2011,99,"мелодрама,комедия","Франция,Бельгия"
5185,523122,/film/kolombiana-2011-523122/,Коломбиана,Colombiana,6.5889999999999995,28606.0,29,6.4,83178,2011,107,"боевик,драма,криминал,триллер",Франция
5199,926033,/film/926033/,Куда бы еще вторгнуться?,Where to Invade Next,7.577999999999999,1938.0,78,7.6,19450,2015,120,"комедия,документальный",США
5202,37545,/film/37545/,Иисус из Монреаля,Jésus de Montréal,7.586,457.0,79,7.5,6244,1989,119,драма,"Франция,Канада"
5205,272127,/film/272127/,Слепота,Blindness,6.602,17391.0,44,6.6,62565,2008,121,"драма,детектив,фантастика,триллер","Япония,Бразилия,Канада"
5207,6258,/film/zverinec-1978-6258/,Зверинец,Animal House,6.581,1681.0,91,7.6,98956,1978,109,комедия,США
5209,103301,/film/103301/,Натянутая тетива,Hwal,7.395,5678.0,83,7.2,9781,2005,90,"драма,мелодрама","Корея Южная,Япония"
5212,12523,/film/12523/,Почтальон,The Postman,7.189,14453.0,9,6.0,61758,1997,177,"боевик,драма,приключения,фантастика",США
5213,23884,/film/markiza-fon-o-1976-23884/,Маркиза фон О,Die Marquise von O...,6.847,253.0,82,7.3,1798,1976,102,"драма,история","Германия (ФРГ),Франция"
5217,38293,/film/38293/,Безумный Пьеро,Pierrot le fou,7.747999999999999,4608.0,85,7.7,24006,1965,112,"драма,мелодрама,криминал","Франция,Италия"
5218,8458,/film/dzhosi-ueyls-chelovek-vne-zakona-1976-8458/,Джоси Уэйлс – человек вне закона,The Outlaw Josey Wales,7.244,2470.0,95,7.9,56217,1976,135,вестерн,США
5222,695418,/film/velikan-egoist-2013-695418/,Великан-эгоист,The Selfish Giant,6.7379999999999995,378.0,98,7.3,9729,2013,91,драма,Великобритания
5223,9474,/film/malenkaya-odessa-1994-9474/,Маленькая Одесса,Little Odessa,6.712000000000001,1075.0,61,6.8,6269,1994,98,"драма,криминал",США
